UserID,Full_Name,Gender,Race,Age,Age_Group,Age_Category,Clean_Email,Clean_Handle,Clean_Name,Province,Account_Status,Channel2,Channel_Category,RecordDate2,Record_Date,Month_Name,DayOfWeek,Day_Type,Record_Time,Time_Category,Duration2,Duration_Clean,Hours,Minutes,Seconds
763525,Cory  Holt,male,black,37,Adult,35–44,Cory 102@gmail.com,@Cory 10,Cory ,Gauteng,Active,SuperSport Blitz,Sports,2016-03-16T16:39:00.000Z,2016-03-16,March,Wednesday,Weekday,18:39,Evening,1899-12-31T00:03:48.000Z,00:03:48,0,3,48
771888,Donald  Curran,male,coloured,41,Adult,35–44,Donald 223@mail.com,@Donald 22,Donald ,Eastern Cape,Active,Channel O,Music,2016-02-25T16:11:00.000Z,2016-02-25,February,Thursday,Weekday,18:11,Evening,1899-12-31T00:01:21.000Z,00:01:21,0,1,21
772227,Torrie  Mcclaine,female,black,29,Young Adult,25–34,Torrie 131@yahoo.com,@Torrie 13,Torrie ,Limpopo,Active,Trace TV,Music,2016-03-21T08:49:00.000Z,2016-03-21,March,Monday,Weekday,10:49,Morning,1899-12-31T00:00:45.000Z,00:00:45,0,0,45
772243,Michel  Reisinger,male,coloured,19,Young Adult,18–24,Michel 204@abcmail.com,@Michel 20,Michel ,Eastern Cape,Active,Cartoon Network,Kids,2016-02-03T18:19:00.000Z,2016-02-03,February,Wednesday,Weekday,20:19,Evening,1899-12-31T00:01:05.000Z,00:01:05,0,1,5
772251,Chas  Slane,male,black,31,Young Adult,25–34,Chas 355@mailxyz.com,@Chas 35,Chas ,Gauteng,Active,Trace TV,Music,2016-01-24T14:54:00.000Z,2016-01-24,January,Sunday,Weekend,16:54,Afternoon,1899-12-31T00:05:48.000Z,00:05:48,0,5,48
772532,Filiberto  Borelli,male,coloured,27,Young Adult,25–34,Filiberto 41@yahoo.com,@Filiberto 4,Filiberto ,Western Cape,Active,Boomerang,Kids,2016-01-07T16:57:00.000Z,2016-01-07,January,Thursday,Weekday,18:57,Evening,1899-12-31T00:02:24.000Z,00:02:24,0,2,24
772584,Efren  Woolard,male,black,24,Young Adult,18–24,Efren 134@abcmail.com,@Efren 13,Efren ,Gauteng,Active,CNN,News,2016-02-05T08:04:00.000Z,2016-02-05,February,Friday,Weekday,10:04,Morning,1899-12-31T00:01:18.000Z,00:01:18,0,1,18
772736,Hollis  Biggers,male,black,22,Young Adult,18–24,Hollis 383@mail.com,@Hollis 38,Hollis ,Western Cape,Active,Supersport Live Events,Sports,2016-02-16T16:18:00.000Z,2016-02-16,February,Tuesday,Weekday,18:18,Evening,1899-12-31T00:01:24.000Z,00:01:24,0,1,24
773300,Tiffani  Pilot,female,black,22,Young Adult,18–24,Tiffani 242@gmail.com,@Tiffani 24,Tiffani ,Limpopo,Active,Africa Magic,Entertainment,2016-01-14T17:34:00.000Z,2016-01-14,January,Thursday,Weekday,19:34,Evening,1899-12-31T00:00:41.000Z,00:00:41,0,0,41
773329,Irving  Vital,male,black,48,Adult,45–54,Irving 51@yahoo.com,@Irving 5,Irving ,Gauteng,Active,Supersport Live Events,Sports,2016-02-05T17:16:00.000Z,2016-02-05,February,Friday,Weekday,19:16,Evening,1899-12-31T00:08:02.000Z,00:08:02,0,8,2
773440,Carter  Mcclaine,male,None,19,Young Adult,18–24,Carter 34@abcmail.com,@Carter 3,Carter ,Kwazulu Natal,Active,Channel O,Music,2016-03-04T15:34:00.000Z,2016-03-04,March,Friday,Weekday,17:34,Evening,1899-12-31T00:11:42.000Z,00:11:42,0,11,42
777290,Cody  Caves,male,white,43,Adult,35–44,Cody 123@mail.com,@Cody 12,Cody ,Gauteng,Active,CNN,News,2016-01-31T18:58:00.000Z,2016-01-31,January,Sunday,Weekend,20:58,Evening,1899-12-31T00:00:57.000Z,00:00:57,0,0,57
777486,Lloyd  Styer,male,black,35,Adult,35–44,Lloyd 75@mailxyz.com,@Lloyd 7,Lloyd ,Mpumalanga,Active,Channel O,Music,2016-01-27T06:38:00.000Z,2016-01-27,January,Wednesday,Weekday,08:38,Morning,1899-12-31T00:03:45.000Z,00:03:45,0,3,45
777894,Mellie  Creager,female,black,35,Adult,35–44,Mellie 503@mail.com,@Mellie 50,Mellie ,Gauteng,Active,Channel O,Music,2016-01-02T07:41:00.000Z,2016-01-02,January,Saturday,Weekend,09:41,Morning,1899-12-31T00:13:24.000Z,00:13:24,0,13,24
777946,Eula  Mccown,female,black,43,Adult,35–44,Eula 495@mailxyz.com,@Eula 49,Eula ,Gauteng,Active,Africa Magic,Entertainment,2016-02-03T22:26:00.000Z,2016-02-04,February,Thursday,Weekday,00:26,Night,1899-12-31T00:32:28.500Z,00:32:28,0,32,28
778248,Brendan  Creager,male,None,34,Young Adult,25–34,Brendan 451@yahoo.com,@Brendan 45,Brendan ,Western Cape,Active,Boomerang,Kids,2016-02-06T13:50:00.000Z,2016-02-06,February,Saturday,Weekend,15:50,Afternoon,1899-12-31T00:01:48.000Z,00:01:48,0,1,48
778272,Stefan  Styer,male,coloured,29,Young Adult,25–34,Stefan 463@mail.com,@Stefan 46,Stefan ,Western Cape,Active,ICC Cricket World Cup 2011,Sports,2016-02-24T11:56:00.000Z,2016-02-24,February,Wednesday,Weekday,13:56,Afternoon,1899-12-31T00:02:28.000Z,00:02:28,0,2,28
779485,Yong  Reisinger,male,black,25,Young Adult,25–34,Yong 481@yahoo.com,@Yong 48,Yong ,North West,Active,SuperSport Blitz,Sports,2016-01-29T11:29:00.000Z,2016-01-29,January,Friday,Weekday,13:29,Afternoon,1899-12-31T00:17:40.000Z,00:17:40,0,17,40
779505,Bernardo  Pascarella,male,black,22,Young Adult,18–24,Bernardo 322@gmail.com,@Bernardo 32,Bernardo ,Gauteng,Active,Channel O,Music,2016-02-06T18:53:00.000Z,2016-02-06,February,Saturday,Weekend,20:53,Evening,1899-12-31T00:04:06.000Z,00:04:06,0,4,6
779618,Stefan  Marek,male,black,40,Adult,35–44,Stefan 462@gmail.com,@Stefan 46,Stefan ,North West,Active,Channel O,Music,2016-01-25T18:21:00.000Z,2016-01-25,January,Monday,Weekday,20:21,Evening,1899-12-31T00:00:12.000Z,00:00:12,0,0,12
779704,Haywood  Pool,male,black,34,Young Adult,25–34,Haywood 94@abcmail.com,@Haywood 9,Haywood ,Gauteng,Active,Channel O,Music,2016-02-10T12:05:00.000Z,2016-02-10,February,Wednesday,Weekday,14:05,Afternoon,1899-12-31T00:20:09.000Z,00:20:09,0,20,9
780346,Abel  Condie,male,coloured,29,Young Adult,25–34,Abel 185@mailxyz.com,@Abel 18,Abel ,Western Cape,Active,M-Net,Entertainment,2016-02-02T21:09:00.000Z,2016-02-02,February,Tuesday,Weekday,23:09,Night,1899-12-31T00:04:54.000Z,00:04:54,0,4,54
780355,Wilburn  Langenfeld,male,white,30,Young Adult,25–34,Wilburn 304@abcmail.com,@Wilburn 30,Wilburn ,Gauteng,Active,CNN,News,2016-03-08T04:35:00.000Z,2016-03-08,March,Tuesday,Weekday,06:35,Morning,1899-12-31T00:04:29.000Z,00:04:29,0,4,29
780477,Abel  Mccollum,male,black,38,Adult,35–44,Abel 181@yahoo.com,@Abel 18,Abel ,Gauteng,Active,Channel O,Music,2016-01-12T19:33:00.000Z,2016-01-12,January,Tuesday,Weekday,21:33,Night,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
780648,Reagan  Biggers,female,black,46,Adult,45–54,Reagan 34@abcmail.com,@Reagan 3,Reagan ,Free State,Active,Trace TV,Music,2016-01-22T14:37:00.000Z,2016-01-22,January,Friday,Weekday,16:37,Afternoon,1899-12-31T00:29:48.000Z,00:29:48,0,29,48
786863,Malika  Sieren,female,black,30,Young Adult,25–34,Malika 32@gmail.com,@Malika 3,Malika ,Northern Cape,Active,Africa Magic,Entertainment,2016-03-30T18:26:00.000Z,2016-03-30,March,Wednesday,Weekday,20:26,Evening,1899-12-31T00:00:12.000Z,00:00:12,0,0,12
788616,Winona  Wigfall,female,black,44,Adult,35–44,Winona 482@gmail.com,@Winona 48,Winona ,Gauteng,Active,SuperSport Blitz,Sports,2016-01-27T12:03:00.000Z,2016-01-27,January,Wednesday,Weekday,14:03,Afternoon,1899-12-31T00:00:06.000Z,00:00:06,0,0,6
788930,Lane  Sieren,male,white,31,Young Adult,25–34,Lane 114@abcmail.com,@Lane 11,Lane ,North West,Active,DStv Events 1,Other,2016-02-07T02:03:00.000Z,2016-02-07,February,Sunday,Weekend,04:03,Night,1899-12-31T00:04:00.000Z,00:04:00,0,4,0
788941,Kyle  Nicholls,male,white,35,Adult,35–44,Kyle 62@gmail.com,@Kyle 6,Kyle ,Western Cape,Active,Supersport Live Events,Sports,2016-02-19T17:11:00.000Z,2016-02-19,February,Friday,Weekday,19:11,Evening,1899-12-31T00:00:46.000Z,00:00:46,0,0,46
788998,Cody  Pilot,male,white,41,Adult,35–44,Cody 122@gmail.com,@Cody 12,Cody ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-02-19T11:44:00.000Z,2016-02-19,February,Friday,Weekday,13:44,Afternoon,1899-12-31T00:19:52.000Z,00:19:52,0,19,52
789022,Donald  Sytsma,male,coloured,36,Adult,35–44,Donald 225@mailxyz.com,@Donald 22,Donald ,Eastern Cape,Active,Trace TV,Music,2016-02-16T19:34:00.000Z,2016-02-16,February,Tuesday,Weekday,21:34,Night,1899-12-31T00:05:36.000Z,00:05:36,0,5,36
789059,Jacinto  Arrieta,male,black,42,Adult,35–44,Jacinto 252@gmail.com,@Jacinto 25,Jacinto ,Kwazulu Natal,Active,Africa Magic,Entertainment,2016-02-08T19:14:00.000Z,2016-02-08,February,Monday,Weekday,21:14,Night,1899-12-31T00:02:38.500Z,00:02:38,0,2,38
789134,Stephen  Deblois,male,black,49,Adult,45–54,Stephen 151@yahoo.com,@Stephen 15,Stephen ,Gauteng,Active,Boomerang,Kids,2016-01-11T16:16:00.000Z,2016-01-11,January,Monday,Weekday,18:16,Evening,1899-12-31T00:00:57.000Z,00:00:57,0,0,57
789150,Hollis  Mccown,male,indian_asian,29,Young Adult,25–34,Hollis 384@abcmail.com,@Hollis 38,Hollis ,Kwazulu Natal,Active,Channel O,Music,2016-02-13T19:13:00.000Z,2016-02-13,February,Saturday,Weekend,21:13,Night,1899-12-31T00:01:36.000Z,00:01:36,0,1,36
789220,Abel  Mastrangelo,male,white,26,Young Adult,25–34,Abel 181@yahoo.com,@Abel 18,Abel ,Mpumalanga,Active,Supersport Live Events,Sports,2016-02-09T19:24:00.000Z,2016-02-09,February,Tuesday,Weekday,21:24,Night,1899-12-31T00:53:16.000Z,00:53:16,0,53,16
789295,Eula  Mccown,female,white,35,Adult,35–44,Eula 313@mail.com,@Eula 31,Eula ,Western Cape,Active,DStv Events 1,Other,2016-02-12T06:28:00.000Z,2016-02-12,February,Friday,Weekday,08:28,Morning,1899-12-31T00:00:30.000Z,00:00:30,0,0,30
789297,Samuel  Marek,male,black,33,Young Adult,25–34,Samuel 261@yahoo.com,@Samuel 26,Samuel ,Mpumalanga,Active,Africa Magic,Entertainment,2016-01-18T12:16:00.000Z,2016-01-18,January,Monday,Weekday,14:16,Afternoon,1899-12-31T00:00:13.000Z,00:00:13,0,0,13
789318,Claud  Jacox,male,coloured,35,Adult,35–44,Claud 341@yahoo.com,@Claud 34,Claud ,Western Cape,Active,ICC Cricket World Cup 2011,Sports,2016-03-25T12:10:00.000Z,2016-03-25,March,Friday,Weekday,14:10,Afternoon,1899-12-31T00:05:26.000Z,00:05:26,0,5,26
789431,Jared  Shkreli,male,black,49,Adult,45–54,Jared 505@mailxyz.com,@Jared 50,Jared ,Mpumalanga,Active,ICC Cricket World Cup 2011,Sports,2016-02-24T14:28:00.000Z,2016-02-24,February,Wednesday,Weekday,16:28,Afternoon,1899-12-31T00:04:06.000Z,00:04:06,0,4,6
790113,Stefan  Paradis,male,other,51,Adult,45–54,Stefan 464@abcmail.com,@Stefan 46,Stefan ,Western Cape,Active,Break in transmission,Other,2016-03-06T12:48:00.000Z,2016-03-06,March,Sunday,Weekend,14:48,Afternoon,1899-12-31T00:06:32.000Z,00:06:32,0,6,32
790134,Trudie  Restivo,female,None,36,Adult,35–44,Trudie 313@mail.com,@Trudie 31,Trudie ,North West,Active,Cartoon Network,Kids,2016-01-20T10:51:00.000Z,2016-01-20,January,Wednesday,Weekday,12:51,Afternoon,1899-12-31T00:05:12.000Z,00:05:12,0,5,12
791981,Alecia  Roquemore,female,black,32,Young Adult,25–34,Alecia 153@mail.com,@Alecia 15,Alecia ,Gauteng,Active,Africa Magic,Entertainment,2016-01-23T14:23:00.000Z,2016-01-23,January,Saturday,Weekend,16:23,Afternoon,1899-12-31T00:07:55.500Z,00:07:55,0,7,55
793672,Anette  Leicht,female,black,31,Young Adult,25–34,Anette 244@abcmail.com,@Anette 24,Anette ,Kwazulu Natal,Active,Africa Magic,Entertainment,2016-01-21T16:30:00.000Z,2016-01-21,January,Thursday,Weekday,18:30,Evening,1899-12-31T00:00:01.500Z,00:00:01,0,0,1
794031,Cody  Mcculloch,male,black,23,Young Adult,18–24,Cody 122@gmail.com,@Cody 12,Cody ,Mpumalanga,Active,Trace TV,Music,2016-02-18T14:06:00.000Z,2016-02-18,February,Thursday,Weekday,16:06,Afternoon,1899-12-31T00:13:27.000Z,00:13:27,0,13,27
794226,Dion  Holt,male,coloured,28,Young Adult,25–34,Dion 335@mailxyz.com,@Dion 33,Dion ,Western Cape,Active,Channel O,Music,2016-02-18T05:24:00.000Z,2016-02-18,February,Thursday,Weekday,07:24,Morning,1899-12-31T00:20:33.000Z,00:20:33,0,20,33
794762,Brendan  Mina,male,None,42,Adult,35–44,Brendan 453@mail.com,@Brendan 45,Brendan ,Gauteng,Active,Vuzu,Entertainment,2016-02-15T17:22:00.000Z,2016-02-15,February,Monday,Weekday,19:22,Evening,1899-12-31T00:03:37.500Z,00:03:37,0,3,37
794930,Len  Mcculloch,male,white,42,Adult,35–44,Len 445@mailxyz.com,@Len 44,Len ,Gauteng,Active,Boomerang,Kids,2016-03-29T18:13:00.000Z,2016-03-29,March,Tuesday,Weekday,20:13,Evening,1899-12-31T00:02:31.000Z,00:02:31,0,2,31
797639,Bret  Jacox,male,white,22,Young Adult,18–24,Bret 311@yahoo.com,@Bret 31,Bret ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-02-17T17:00:00.000Z,2016-02-17,February,Wednesday,Weekday,19:00,Evening,1899-12-31T00:01:00.000Z,00:01:00,0,1,0
803897,Hyman  Deblois,male,white,25,Young Adult,25–34,Hyman 83@mail.com,@Hyman 8,Hyman ,Western Cape,Active,Boomerang,Kids,2016-01-22T07:40:00.000Z,2016-01-22,January,Friday,Weekday,09:40,Morning,1899-12-31T00:06:45.000Z,00:06:45,0,6,45
803994,Yong  Slane,male,white,24,Young Adult,18–24,Yong 481@yahoo.com,@Yong 48,Yong ,Gauteng,Active,SuperSport Blitz,Sports,2016-02-19T17:18:00.000Z,2016-02-19,February,Friday,Weekday,19:18,Evening,1899-12-31T00:01:24.000Z,00:01:24,0,1,24
804413,Bret  Condie,male,black,14,Teen,Under 18,Bret 312@gmail.com,@Bret 31,Bret ,Limpopo,Active,Africa Magic,Entertainment,2016-01-05T15:52:00.000Z,2016-01-05,January,Tuesday,Weekday,17:52,Evening,1899-12-31T00:12:14.000Z,00:12:14,0,12,14
805308,Yong  Bilyeu,male,None,48,Adult,45–54,Yong 483@mail.com,@Yong 48,Yong ,Northern Cape,Active,Cartoon Network,Kids,2016-02-19T19:07:00.000Z,2016-02-19,February,Friday,Weekday,21:07,Night,1899-12-31T00:00:19.000Z,00:00:19,0,0,19
805735,Lillian  Borelli,female,black,26,Young Adult,25–34,Lillian 232@gmail.com,@Lillian 23,Lillian ,Mpumalanga,Active,Africa Magic,Entertainment,2016-02-20T18:25:00.000Z,2016-02-20,February,Saturday,Weekend,20:25,Evening,1899-12-31T00:00:15.500Z,00:00:15,0,0,15
808657,Stephen  Styer,male,white,21,Young Adult,18–24,Stephen 152@gmail.com,@Stephen 15,Stephen ,Mpumalanga,Active,Boomerang,Kids,2016-02-25T13:31:00.000Z,2016-02-25,February,Thursday,Weekday,15:31,Afternoon,1899-12-31T00:00:26.000Z,00:00:26,0,0,26
808754,Charlie  Styer,male,white,40,Adult,35–44,Charlie 362@gmail.com,@Charlie 36,Charlie ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-02-22T12:26:00.000Z,2016-02-22,February,Monday,Weekday,14:26,Afternoon,1899-12-31T00:02:34.000Z,00:02:34,0,2,34
808934,Claud  Woolard,male,indian_asian,36,Adult,35–44,Claud 344@abcmail.com,@Claud 34,Claud ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-03-27T16:07:00.000Z,2016-03-27,March,Sunday,Weekend,18:07,Evening,1899-12-31T00:01:30.000Z,00:01:30,0,1,30
808949,Roxana  Nicholls,female,black,35,Adult,35–44,Roxana 365@mailxyz.com,@Roxana 36,Roxana ,Kwazulu Natal,Active,E! Entertainment,Entertainment,2016-02-13T12:34:00.000Z,2016-02-13,February,Saturday,Weekend,14:34,Afternoon,1899-12-31T00:01:56.000Z,00:01:56,0,1,56
808979,Bess  Jacox,female,white,26,Young Adult,25–34,Bess 52@gmail.com,@Bess 5,Bess ,Free State,Active,E! Entertainment,Entertainment,2016-02-22T19:30:00.000Z,2016-02-22,February,Monday,Weekday,21:30,Night,1899-12-31T00:04:52.000Z,00:04:52,0,4,52
809011,Raymundo  Pilot,male,coloured,48,Adult,45–54,Raymundo 433@mail.com,@Raymundo 43,Raymundo ,Western Cape,Active,DStv Events 1,Other,2016-02-27T10:18:00.000Z,2016-02-27,February,Saturday,Weekend,12:18,Afternoon,1899-12-31T00:01:00.000Z,00:01:00,0,1,0
809018,Lucas  Borelli,male,black,31,Young Adult,25–34,Lucas 234@abcmail.com,@Lucas 23,Lucas ,Kwazulu Natal,Active,Cartoon Network,Kids,2016-02-17T22:03:00.000Z,2016-02-18,February,Thursday,Weekday,00:03,Night,1899-12-31T00:02:09.000Z,00:02:09,0,2,9
809127,Donald  Singer,male,white,59,Adult,55–64,Donald 221@yahoo.com,@Donald 22,Donald ,Gauteng,Active,Supersport Live Events,Sports,2016-02-18T07:00:00.000Z,2016-02-18,February,Thursday,Weekday,09:00,Morning,1899-12-31T00:01:34.000Z,00:01:34,0,1,34
809216,Hollis  Biggers,male,black,47,Adult,45–54,Hollis 385@mailxyz.com,@Hollis 38,Hollis ,Gauteng,Active,Cartoon Network,Kids,2016-02-04T12:24:00.000Z,2016-02-04,February,Thursday,Weekday,14:24,Afternoon,1899-12-31T00:00:31.000Z,00:00:31,0,0,31
809313,Emerson  Wigfall,male,white,53,Adult,45–54,Emerson 245@mailxyz.com,@Emerson 24,Emerson ,Gauteng,Active,Boomerang,Kids,2016-03-18T13:48:00.000Z,2016-03-18,March,Friday,Weekday,15:48,Afternoon,1899-12-31T00:17:21.000Z,00:17:21,0,17,21
809315,Stefan  Mccown,male,black,34,Young Adult,25–34,Stefan 464@abcmail.com,@Stefan 46,Stefan ,Free State,Active,Channel O,Music,2016-02-27T07:56:00.000Z,2016-02-27,February,Saturday,Weekend,09:56,Morning,1899-12-31T00:11:24.000Z,00:11:24,0,11,24
809330,Stephen  Marek,male,black,40,Adult,35–44,Stephen 151@yahoo.com,@Stephen 15,Stephen ,Gauteng,Active,Supersport Live Events,Sports,2016-01-10T13:44:00.000Z,2016-01-10,January,Sunday,Weekend,15:44,Afternoon,1899-12-31T00:00:38.000Z,00:00:38,0,0,38
809484,Stephen  Sieren,male,black,20,Young Adult,18–24,Stephen 155@mailxyz.com,@Stephen 15,Stephen ,Limpopo,Active,Vuzu,Entertainment,2016-02-16T15:39:00.000Z,2016-02-16,February,Tuesday,Weekday,17:39,Evening,1899-12-31T00:00:40.500Z,00:00:40,0,0,40
809538,Carter  Roquemore,male,indian_asian,28,Young Adult,25–34,Carter 34@abcmail.com,@Carter 3,Carter ,Kwazulu Natal,Active,Boomerang,Kids,2016-03-18T14:43:00.000Z,2016-03-18,March,Friday,Weekday,16:43,Afternoon,1899-12-31T00:03:40.000Z,00:03:40,0,3,40
809577,Cory  Shkreli,male,black,26,Young Adult,25–34,Cory 105@mailxyz.com,@Cory 10,Cory ,Mpumalanga,Active,Channel O,Music,2016-02-23T20:53:00.000Z,2016-02-23,February,Tuesday,Weekday,22:53,Night,1899-12-31T00:21:06.000Z,00:21:06,0,21,6
809588,Garry  Vital,male,black,37,Adult,35–44,Garry 282@gmail.com,@Garry 28,Garry ,Eastern Cape,Active,SuperSport Blitz,Sports,2016-03-01T18:54:00.000Z,2016-03-01,March,Tuesday,Weekday,20:54,Evening,1899-12-31T00:07:18.000Z,00:07:18,0,7,18
809591,Filiberto  Shkreli,male,None,30,Young Adult,25–34,Filiberto 43@mail.com,@Filiberto 4,Filiberto ,Gauteng,Active,Channel O,Music,2016-02-23T17:30:00.000Z,2016-02-23,February,Tuesday,Weekday,19:30,Evening,1899-12-31T00:06:12.000Z,00:06:12,0,6,12
809709,Lillian  Borelli,female,coloured,40,Adult,35–44,Lillian 432@gmail.com,@Lillian 43,Lillian ,Western Cape,Active,Vuzu,Entertainment,2016-02-23T13:55:00.000Z,2016-02-23,February,Tuesday,Weekday,15:55,Afternoon,1899-12-31T00:00:12.500Z,00:00:12,0,0,12
809756,Chas  Tatham,male,black,27,Young Adult,25–34,Chas 355@mailxyz.com,@Chas 35,Chas ,Free State,Active,Channel O,Music,2016-02-24T12:24:00.000Z,2016-02-24,February,Wednesday,Weekday,14:24,Afternoon,1899-12-31T00:04:12.000Z,00:04:12,0,4,12
809809,Reagan  Biggers,female,indian_asian,29,Young Adult,25–34,Reagan 502@gmail.com,@Reagan 50,Reagan ,Kwazulu Natal,Active,ICC Cricket World Cup 2011,Sports,2016-03-05T16:22:00.000Z,2016-03-05,March,Saturday,Weekend,18:22,Evening,1899-12-31T00:00:46.000Z,00:00:46,0,0,46
809820,Efren  Vital,male,black,25,Young Adult,25–34,Efren 133@mail.com,@Efren 13,Efren ,Gauteng,Active,Supersport Live Events,Sports,2016-01-22T17:25:00.000Z,2016-01-22,January,Friday,Weekday,19:25,Evening,1899-12-31T00:24:32.000Z,00:24:32,0,24,32
809881,Art  Nicholls,male,black,35,Adult,35–44,Art 404@abcmail.com,@Art 40,Art ,Mpumalanga,Active,ICC Cricket World Cup 2011,Sports,2016-03-01T10:35:00.000Z,2016-03-01,March,Tuesday,Weekday,12:35,Afternoon,1899-12-31T00:00:12.000Z,00:00:12,0,0,12
809986,Valentine  Mcculloch,male,indian_asian,34,Young Adult,25–34,Valentine 472@gmail.com,@Valentine 47,Valentine ,North West,Active,SawSee,Other,2016-03-30T06:31:00.000Z,2016-03-30,March,Wednesday,Weekday,08:31,Morning,1899-12-31T00:32:15.000Z,00:32:15,0,32,15
809995,Earl  Langenfeld,male,black,30,Young Adult,25–34,Earl 425@mailxyz.com,@Earl 42,Earl ,Kwazulu Natal,Active,Africa Magic,Entertainment,2016-02-12T16:29:00.000Z,2016-02-12,February,Friday,Weekday,18:29,Evening,1899-12-31T00:09:39.500Z,00:09:39,0,9,39
810100,Raymundo  Borelli,male,indian_asian,19,Young Adult,18–24,Raymundo 431@yahoo.com,@Raymundo 43,Raymundo ,Limpopo,Active,ICC Cricket World Cup 2011,Sports,2016-02-19T08:17:00.000Z,2016-02-19,February,Friday,Weekday,10:17,Morning,1899-12-31T00:09:28.000Z,00:09:28,0,9,28
810117,Robby  Reisinger,male,coloured,32,Young Adult,25–34,Robby 163@mail.com,@Robby 16,Robby ,Western Cape,Active,Boomerang,Kids,2016-02-06T15:35:00.000Z,2016-02-06,February,Saturday,Weekend,17:35,Evening,1899-12-31T00:11:11.000Z,00:11:11,0,11,11
810224,Emerson  Mastrangelo,male,black,45,Adult,45–54,Emerson 242@gmail.com,@Emerson 24,Emerson ,Gauteng,Active,Africa Magic,Entertainment,2016-01-27T16:26:00.000Z,2016-01-27,January,Wednesday,Weekday,18:26,Evening,1899-12-31T00:02:17.000Z,00:02:17,0,2,17
810280,Carter  Mcclaine,male,None,45,Adult,45–54,Carter 31@yahoo.com,@Carter 3,Carter ,Western Cape,Active,Supersport Live Events,Sports,2016-03-05T18:24:00.000Z,2016-03-05,March,Saturday,Weekend,20:24,Evening,1899-12-31T00:22:24.000Z,00:22:24,0,22,24
810281,Hyman  Deblois,male,coloured,38,Adult,35–44,Hyman 83@mail.com,@Hyman 8,Hyman ,Western Cape,Active,Channel O,Music,2016-02-13T22:02:00.000Z,2016-02-14,February,Sunday,Weekend,00:02,Night,1899-12-31T00:01:39.000Z,00:01:39,0,1,39
810286,Lucas  Condie,male,white,31,Young Adult,25–34,Lucas 235@mailxyz.com,@Lucas 23,Lucas ,North West,Active,ICC Cricket World Cup 2011,Sports,2016-03-03T07:39:00.000Z,2016-03-03,March,Thursday,Weekday,09:39,Morning,1899-12-31T00:23:40.000Z,00:23:40,0,23,40
810332,Carter  Tancredi,male,black,40,Adult,35–44,Carter 34@abcmail.com,@Carter 3,Carter ,Gauteng,Active,CNN,News,2016-03-12T07:29:00.000Z,2016-03-12,March,Saturday,Weekend,09:29,Morning,1899-12-31T00:12:05.000Z,00:12:05,0,12,5
810367,Cory  Wigfall,male,coloured,33,Young Adult,25–34,Cory 105@mailxyz.com,@Cory 10,Cory ,Western Cape,Active,SuperSport Live Events,Other,2016-02-13T21:39:00.000Z,2016-02-13,February,Saturday,Weekend,23:39,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
810400,Carlota  Tancredi,female,black,46,Adult,45–54,Carlota 324@abcmail.com,@Carlota 32,Carlota ,Kwazulu Natal,Active,Boomerang,Kids,2016-01-16T15:45:00.000Z,2016-01-16,January,Saturday,Weekend,17:45,Evening,1899-12-31T00:00:04.000Z,00:00:04,0,0,4
810409,Samuel  Pool,male,None,53,Adult,45–54,Samuel 262@gmail.com,@Samuel 26,Samuel ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-03-05T11:41:00.000Z,2016-03-05,March,Saturday,Weekend,13:41,Afternoon,1899-12-31T00:06:18.000Z,00:06:18,0,6,18
810446,Shane  Restivo,male,white,44,Adult,35–44,Shane 22@gmail.com,@Shane 2,Shane ,Western Cape,Active,SuperSport Blitz,Sports,2016-02-17T14:40:00.000Z,2016-02-17,February,Wednesday,Weekday,16:40,Afternoon,1899-12-31T00:00:08.000Z,00:00:08,0,0,8
810481,Wilton  Creager,male,white,29,Young Adult,25–34,Wilton 414@abcmail.com,@Wilton 41,Wilton ,Gauteng,Active,Cartoon Network,Kids,2016-03-06T18:53:00.000Z,2016-03-06,March,Sunday,Weekend,20:53,Evening,1899-12-31T00:57:05.000Z,00:57:05,0,57,5
810495,Royal  Wigfall,male,white,33,Young Adult,25–34,Royal 175@mailxyz.com,@Royal 17,Royal ,Eastern Cape,Active,SuperSport Blitz,Sports,2016-02-25T12:14:00.000Z,2016-02-25,February,Thursday,Weekday,14:14,Afternoon,1899-12-31T00:01:40.000Z,00:01:40,0,1,40
810579,Kyle  Styer,male,None,50,Adult,45–54,Kyle 61@yahoo.com,@Kyle 6,Kyle ,Western Cape,Active,Supersport Live Events,Sports,2016-03-06T14:23:00.000Z,2016-03-06,March,Sunday,Weekend,16:23,Afternoon,1899-12-31T00:00:18.000Z,00:00:18,0,0,18
810614,Wilburn  Luthy,male,black,28,Young Adult,25–34,Wilburn 302@gmail.com,@Wilburn 30,Wilburn ,Mpumalanga,Active,SuperSport Blitz,Sports,2016-02-19T13:53:00.000Z,2016-02-19,February,Friday,Weekday,15:53,Afternoon,1899-12-31T00:02:14.000Z,00:02:14,0,2,14
