UserID,Name,Surname,Gender,Race,Age,Age_Group,Age_Category,Email,Social Media Handle,Province
496120,Hollis ,Crotty,male,black,27,Young Adult,25–34,Hollis 385@mailxyz.com,Social Media Handle,Free State
499367,Brendan ,Mosser,male,black,32,Young Adult,25–34,Brendan 454@abcmail.com,Social Media Handle,Western Cape
507286,Yolonda ,Pascarella,female,None,11,Child,Under 18,Yolonda 324@abcmail.com,Social Media Handle,Eastern Cape
511233,None,None,None,None,0,Child,Under 18,Minerva 215@mailxyz.com,Social Media Handle,None
512519,Haywood ,Crotty,male,black,54,Adult,45–54,Haywood 92@gmail.com,Social Media Handle,Gauteng
517144,Cody ,Mastrangelo,male,black,29,Young Adult,25–34,Cody 121@yahoo.com,Social Media Handle,Mpumalanga
519784,None,None,None,None,0,Child,Under 18,Torrie 433@mail.com,Social Media Handle,None
520552,Shelley ,Reisinger,female,black,33,Young Adult,25–34,Shelley 304@abcmail.com,Social Media Handle,Eastern Cape
521247,Hollis ,Marek,male,black,21,Young Adult,18–24,Hollis 384@abcmail.com,Social Media Handle,Mpumalanga
522890,None,None,None,None,0,Child,Under 18,Briana 491@yahoo.com,Social Media Handle,None
530287,Brendan ,Langenfeld,male,indian_asian,33,Young Adult,25–34,Brendan 452@gmail.com,Social Media Handle,Mpumalanga
530321,Tiffani ,Pilot,female,black,33,Young Adult,25–34,Tiffani 383@mail.com,Social Media Handle,Limpopo
530495,Nubia ,Sytsma,female,black,30,Young Adult,25–34,Nubia 405@mailxyz.com,Social Media Handle,Gauteng
531053,Hollis ,Marek,male,coloured,18,Young Adult,18–24,Hollis 385@mailxyz.com,Social Media Handle,Western Cape
533013,Lloyd ,Pilot,male,coloured,56,Adult,55–64,Lloyd 72@gmail.com,Social Media Handle,Eastern Cape
534080,Shane ,Luthy,male,white,23,Young Adult,18–24,Shane 21@yahoo.com,Social Media Handle,Eastern Cape
536151,Lillian ,Borelli,female,white,42,Adult,35–44,Lillian 233@mail.com,Social Media Handle,Western Cape
539176,Brendan ,Sieren,male,None,49,Adult,45–54,Brendan 454@abcmail.com,Social Media Handle,Western Cape
542553,Jared ,Marek,male,coloured,47,Adult,45–54,Jared 503@mail.com,Social Media Handle,Western Cape
543441,Stephen ,Zweifel,male,white,25,Young Adult,25–34,Stephen 155@mailxyz.com,Social Media Handle,Gauteng
543495,Loyd ,Langenfeld,male,white,24,Young Adult,18–24,Loyd 495@mailxyz.com,Social Media Handle,Gauteng
549030,Valentine ,Curran,male,None,42,Adult,35–44,Valentine 475@mailxyz.com,Social Media Handle,Western Cape
549032,Stephen ,Borelli,male,black,42,Adult,35–44,Stephen 155@mailxyz.com,Social Media Handle,Gauteng
549789,Dion ,Zweifel,male,black,25,Young Adult,25–34,Dion 334@abcmail.com,Social Media Handle,Gauteng
549843,Shandra ,Mccollum,female,black,24,Young Adult,18–24,Shandra 262@gmail.com,Social Media Handle,North West
549969,Stacy ,Pool,male,indian_asian,21,Young Adult,18–24,Stacy 272@gmail.com,Social Media Handle,Mpumalanga
551249,None,None,None,None,0,Child,Under 18,Malika 495@mailxyz.com,Social Media Handle,None
552589,Markus ,Curran,male,None,32,Young Adult,25–34,Markus 195@mailxyz.com,Social Media Handle,Gauteng
555618,Kip ,Mccollum,male,coloured,47,Adult,45–54,Kip 145@mailxyz.com,Social Media Handle,Eastern Cape
559277,Wilton ,Creager,male,None,26,Young Adult,25–34,Wilton 413@mail.com,Social Media Handle,Western Cape
568131,Art ,Crotty,male,black,34,Young Adult,25–34,Art 401@yahoo.com,Social Media Handle,Gauteng
573660,None,None,None,None,0,Child,Under 18,Earline 61@yahoo.com,Social Media Handle,None
575079,Samuel ,Holt,male,black,43,Adult,35–44,Samuel 265@mailxyz.com,Social Media Handle,Kwazulu Natal
575863,Carter ,Arrieta,male,white,26,Young Adult,25–34,Carter 33@mail.com,Social Media Handle,Mpumalanga
575881,Hugh,Shkreli,male,coloured,26,Young Adult,25–34,Hugh12@gmail.com,Social Media Handle,Western Cape
576231,Emerson ,Paradis,male,black,17,Teen,Under 18,Emerson 243@mail.com,Social Media Handle,Kwazulu Natal
578540,Samuel ,Borelli,male,black,51,Adult,45–54,Samuel 263@mail.com,Social Media Handle,Eastern Cape
580854,None,None,None,None,0,Child,Under 18,Seema 355@mailxyz.com,Social Media Handle,None
581681,Randy ,Vital,male,white,48,Adult,45–54,Randy 394@abcmail.com,Social Media Handle,Gauteng
582217,Robby ,Holt,male,black,34,Young Adult,25–34,Robby 164@abcmail.com,Social Media Handle,Mpumalanga
582393,Lloyd ,Mcclaine,male,indian_asian,30,Young Adult,25–34,Lloyd 73@mail.com,Social Media Handle,Kwazulu Natal
582516,Cody ,Nicholls,male,black,28,Young Adult,25–34,Cody 125@mailxyz.com,Social Media Handle,Gauteng
582615,Filiberto ,Condie,male,None,26,Young Adult,25–34,Filiberto 42@gmail.com,Social Media Handle,Free State
582881,Epifania ,Crotty,female,coloured,20,Young Adult,18–24,Epifania 32@gmail.com,Social Media Handle,Northern Cape
585153,Kip ,Hoadley,male,white,51,Adult,45–54,Kip 144@abcmail.com,Social Media Handle,Free State
585283,Bernardo ,Reisinger,male,black,45,Adult,45–54,Bernardo 325@mailxyz.com,Social Media Handle,Gauteng
585356,Randy ,Mcculloch,male,coloured,43,Adult,35–44,Randy 393@mail.com,Social Media Handle,Western Cape
585415,Randy ,Sieren,male,black,41,Adult,35–44,Randy 395@mailxyz.com,Social Media Handle,Mpumalanga
585562,Lesli ,Martello,female,None,38,Adult,35–44,Lesli 205@mailxyz.com,Social Media Handle,Northern Cape
585655,Lane ,Crotty,male,white,36,Adult,35–44,Lane 111@yahoo.com,Social Media Handle,North West
585704,Art ,Jacox,male,None,35,Adult,35–44,Art 403@mail.com,Social Media Handle,Mpumalanga
585831,Lillian ,Borelli,female,white,33,Young Adult,25–34,Lillian 221@yahoo.com,Social Media Handle,Gauteng
585833,Wilburn ,Leicht,male,white,33,Young Adult,25–34,Wilburn 301@yahoo.com,Social Media Handle,Gauteng
586144,Cory ,Jacox,male,white,28,Young Adult,25–34,Cory 105@mailxyz.com,Social Media Handle,Limpopo
586305,Loyd ,Paradis,male,black,25,Young Adult,25–34,Loyd 493@mail.com,Social Media Handle,Limpopo
586442,Wilton ,Beville,male,white,22,Young Adult,18–24,Wilton 411@yahoo.com,Social Media Handle,Limpopo
586459,Lucas ,Hier,male,black,22,Young Adult,18–24,Lucas 233@mail.com,Social Media Handle,Free State
586480,Stephen ,Restivo,male,black,22,Young Adult,18–24,Stephen 153@mail.com,Social Media Handle,Mpumalanga
586564,Stefan ,Mccown,male,coloured,19,Young Adult,18–24,Stefan 463@mail.com,Social Media Handle,Gauteng
588935,Cordie ,Singer,female,coloured,51,Adult,45–54,Cordie 63@mail.com,Social Media Handle,Western Cape
588987,Stefan ,Jacox,male,black,48,Adult,45–54,Stefan 461@yahoo.com,Social Media Handle,Gauteng
589137,Lesli ,Martello,female,None,42,Adult,35–44,Lesli 364@abcmail.com,Social Media Handle,Gauteng
589200,Bernardo ,Singer,male,None,41,Adult,35–44,Bernardo 325@mailxyz.com,Social Media Handle,Kwazulu Natal
589286,Abel ,Crotty,male,None,39,Adult,35–44,Abel 185@mailxyz.com,Social Media Handle,Gauteng
589895,Efren ,Zweifel,male,white,27,Young Adult,25–34,Efren 131@yahoo.com,Social Media Handle,Eastern Cape
590330,Michel ,Arrieta,male,white,18,Young Adult,18–24,Michel 205@mailxyz.com,Social Media Handle,Mpumalanga
590480,Mellie ,Creager,female,indian_asian,10,Child,Under 18,Mellie 411@yahoo.com,Social Media Handle,Western Cape
591868,None,None,None,None,0,Child,Under 18,Yolonda 103@mail.com,Social Media Handle,None
592732,Hugh,Bilyeu,male,black,45,Adult,45–54,Hugh14@abcmail.com,Social Media Handle,Limpopo
592782,Valentine ,Shkreli,male,black,43,Adult,35–44,Valentine 471@yahoo.com,Social Media Handle,Gauteng
593079,Len ,Crotty,male,white,37,Adult,35–44,Len 444@abcmail.com,Social Media Handle,Gauteng
593270,Rebecka ,Shkreli,female,white,33,Young Adult,25–34,Rebecka 242@gmail.com,Social Media Handle,North West
593622,Meghann ,Curran,female,black,27,Young Adult,25–34,Meghann 224@abcmail.com,Social Media Handle,Gauteng
593624,Efren ,Wigfall,male,other,27,Young Adult,25–34,Efren 133@mail.com,Social Media Handle,Eastern Cape
593674,Earl ,Sytsma,male,None,26,Young Adult,25–34,Earl 424@abcmail.com,Social Media Handle,Western Cape
593678,Garry ,Deblois,male,black,26,Young Adult,25–34,Garry 284@abcmail.com,Social Media Handle,Kwazulu Natal
593867,Hyman ,Sieren,male,white,23,Young Adult,18–24,Hyman 83@mail.com,Social Media Handle,Gauteng
596255,Royal ,Mccollum,male,None,54,Adult,45–54,Royal 175@mailxyz.com,Social Media Handle,Gauteng
596302,Lloyd ,Reisinger,male,white,50,Adult,45–54,Lloyd 73@mail.com,Social Media Handle,Gauteng
596429,Samuel ,Caves,male,white,44,Adult,35–44,Samuel 261@yahoo.com,Social Media Handle,Gauteng
596969,Teresia ,Beville,female,black,33,Young Adult,25–34,Teresia 505@mailxyz.com,Social Media Handle,Gauteng
597265,Donald ,Roquemore,male,black,28,Young Adult,25–34,Donald 221@yahoo.com,Social Media Handle,Gauteng
597268,Michel ,Deblois,male,black,28,Young Adult,25–34,Michel 204@abcmail.com,Social Media Handle,Eastern Cape
597416,Kyle ,Crotty,male,black,25,Young Adult,25–34,Kyle 63@mail.com,Social Media Handle,Gauteng
597491,Stephen ,Sieren,male,black,24,Young Adult,18–24,Stephen 152@gmail.com,Social Media Handle,Gauteng
597503,Lucas ,Mcclaine,male,white,24,Young Adult,18–24,Lucas 231@yahoo.com,Social Media Handle,Gauteng
597546,Len ,Mastrangelo,male,black,23,Young Adult,18–24,Len 441@yahoo.com,Social Media Handle,Kwazulu Natal
600115,Royal ,Mccown,male,white,44,Adult,35–44,Royal 171@yahoo.com,Social Media Handle,Mpumalanga
600435,Loyd ,Crotty,male,black,36,Adult,35–44,Loyd 491@yahoo.com,Social Media Handle,Western Cape
600446,Robby ,Mcculloch,male,black,36,Adult,35–44,Robby 164@abcmail.com,Social Media Handle,Eastern Cape
600667,Carter ,Pascarella,male,coloured,32,Young Adult,25–34,Carter 32@gmail.com,Social Media Handle,Western Cape
600682,Eli ,Mcclaine,male,black,31,Young Adult,25–34,Eli 292@gmail.com,Social Media Handle,Kwazulu Natal
600713,Chas ,Mccown,male,black,31,Young Adult,25–34,Chas 351@yahoo.com,Social Media Handle,Kwazulu Natal
600911,Kip ,Hoadley,male,black,28,Young Adult,25–34,Kip 145@mailxyz.com,Social Media Handle,Eastern Cape
600984,Robby ,Lavoie,male,black,27,Young Adult,25–34,Robby 163@mail.com,Social Media Handle,Mpumalanga
601019,Stacy ,Hoadley,male,indian_asian,26,Young Adult,25–34,Stacy 273@mail.com,Social Media Handle,Eastern Cape
601098,Wilburn ,Pool,male,black,25,Young Adult,25–34,Wilburn 304@abcmail.com,Social Media Handle,Gauteng
601176,Filiberto ,Pool,male,white,23,Young Adult,18–24,Filiberto 43@mail.com,Social Media Handle,Mpumalanga
601178,Tiffani ,Pilot,female,black,23,Young Adult,18–24,Tiffani 93@mail.com,Social Media Handle,Free State
601422,Seema ,Fudge,female,other,10,Child,Under 18,Seema 462@gmail.com,Social Media Handle,Western Cape
603546,Yong ,Bilyeu,male,None,51,Adult,45–54,Yong 482@gmail.com,Social Media Handle,Gauteng
603558,Markus ,Crotty,male,black,50,Adult,45–54,Markus 193@mail.com,Social Media Handle,Gauteng
603910,Chas ,Sytsma,male,black,38,Adult,35–44,Chas 353@mail.com,Social Media Handle,Gauteng
604047,Art ,Jacox,male,black,35,Adult,35–44,Art 404@abcmail.com,Social Media Handle,Kwazulu Natal
604198,Claud ,Langenfeld,male,other,32,Young Adult,25–34,Claud 344@abcmail.com,Social Media Handle,Western Cape
604372,Jared ,Roquemore,male,black,29,Young Adult,25–34,Jared 501@yahoo.com,Social Media Handle,Gauteng
604430,Haywood ,Sytsma,male,white,28,Young Adult,25–34,Haywood 92@gmail.com,Social Media Handle,Eastern Cape
604596,Earl ,Singer,male,white,25,Young Adult,25–34,Earl 421@yahoo.com,Social Media Handle,Kwazulu Natal
604764,Brendan ,Vital,male,black,21,Young Adult,18–24,Brendan 455@mailxyz.com,Social Media Handle,Eastern Cape
606205,None,None,None,None,0,Child,Under 18,Luanna 331@yahoo.com,Social Media Handle,None
607481,Yong ,Bilyeu,male,black,36,Adult,35–44,Yong 485@mailxyz.com,Social Media Handle,Kwazulu Natal
607730,Lane ,Zweifel,male,black,31,Young Adult,25–34,Lane 111@yahoo.com,Social Media Handle,Gauteng
609311,None,None,None,None,0,Child,Under 18,Anette 371@yahoo.com,Social Media Handle,None
610413,Earline ,Zweifel,female,black,64,Senior,55–64,Earline 323@mail.com,Social Media Handle,Eastern Cape
610483,Jacinto ,Mccollum,male,None,52,Adult,45–54,Jacinto 253@mail.com,Social Media Handle,Western Cape
611188,Lucas ,Mccollum,male,black,32,Young Adult,25–34,Lucas 231@yahoo.com,Social Media Handle,Gauteng
611190,Abel ,Woolard,male,black,32,Young Adult,25–34,Abel 184@abcmail.com,Social Media Handle,Gauteng
611337,Loyd ,Mcculloch,male,coloured,30,Young Adult,25–34,Loyd 491@yahoo.com,Social Media Handle,Gauteng
611535,Efren ,Woolard,male,indian_asian,27,Young Adult,25–34,Efren 134@abcmail.com,Social Media Handle,Gauteng
611645,Chas ,Crotty,male,black,25,Young Adult,25–34,Chas 351@yahoo.com,Social Media Handle,Mpumalanga
611923,Kyle ,Pilot,male,indian_asian,18,Young Adult,18–24,Kyle 62@gmail.com,Social Media Handle,North West
614114,Irving ,Langenfeld,male,black,55,Adult,55–64,Irving 54@abcmail.com,Social Media Handle,Gauteng
614417,Shane ,Condie,male,white,39,Adult,35–44,Shane 23@mail.com,Social Media Handle,Gauteng
614603,Roxane ,Lavoie,female,black,34,Young Adult,25–34,Roxane 65@mailxyz.com,Social Media Handle,Gauteng
614652,Michel ,Sieren,male,white,33,Young Adult,25–34,Michel 205@mailxyz.com,Social Media Handle,Mpumalanga
615057,Anette ,Leicht,female,black,25,Young Adult,25–34,Anette 341@yahoo.com,Social Media Handle,Limpopo
615122,Loyd ,Tatham,male,black,24,Young Adult,18–24,Loyd 495@mailxyz.com,Social Media Handle,Mpumalanga
615496,None,None,None,None,0,Child,Under 18,Bess 372@gmail.com,Social Media Handle,None
617535,Stefan ,Reisinger,male,indian_asian,40,Adult,35–44,Stefan 464@abcmail.com,Social Media Handle,Gauteng
617547,Royal ,Beville,male,black,39,Adult,35–44,Royal 175@mailxyz.com,Social Media Handle,Gauteng
617576,Haywood ,Roquemore,male,white,39,Adult,35–44,Haywood 95@mailxyz.com,Social Media Handle,Western Cape
617871,Donald ,Paradis,male,black,32,Young Adult,25–34,Donald 223@mail.com,Social Media Handle,North West
617961,Robby ,Mosser,male,indian_asian,30,Young Adult,25–34,Robby 165@mailxyz.com,Social Media Handle,Mpumalanga
618016,Stacy ,Shkreli,male,None,29,Young Adult,25–34,Stacy 275@mailxyz.com,Social Media Handle,Gauteng
618028,Kip ,Tatham,male,black,29,Young Adult,25–34,Kip 143@mail.com,Social Media Handle,Kwazulu Natal
620473,Dion ,Marek,male,coloured,53,Adult,45–54,Dion 331@yahoo.com,Social Media Handle,Western Cape
620816,Valentine ,Leicht,male,white,39,Adult,35–44,Valentine 472@gmail.com,Social Media Handle,Gauteng
621148,Eli ,Arrieta,male,black,32,Young Adult,25–34,Eli 293@mail.com,Social Media Handle,North West
621261,Hyman ,Pilot,male,black,30,Young Adult,25–34,Hyman 81@yahoo.com,Social Media Handle,North West
621328,Stacy ,Nicholls,male,None,29,Young Adult,25–34,Stacy 272@gmail.com,Social Media Handle,Western Cape
621470,Shane ,Gettys,male,white,26,Young Adult,25–34,Shane 24@abcmail.com,Social Media Handle,Western Cape
621521,Lucas ,Hier,male,black,25,Young Adult,25–34,Lucas 234@abcmail.com,Social Media Handle,Gauteng
621524,Donald ,Arrieta,male,white,25,Young Adult,25–34,Donald 225@mailxyz.com,Social Media Handle,Gauteng
621621,Jared ,Pool,male,black,23,Young Adult,18–24,Jared 504@abcmail.com,Social Media Handle,Gauteng
621695,Alecia ,Roquemore,female,None,20,Young Adult,18–24,Alecia 53@mail.com,Social Media Handle,Western Cape
623340,Wilton ,Bilyeu,male,None,53,Adult,45–54,Wilton 415@mailxyz.com,Social Media Handle,Gauteng
623488,Jacinto ,Bilyeu,male,coloured,43,Adult,35–44,Jacinto 254@abcmail.com,Social Media Handle,Western Cape
623564,Claud ,Crotty,male,black,41,Adult,35–44,Claud 345@mailxyz.com,Social Media Handle,Gauteng
623681,Len ,Mccollum,male,coloured,37,Adult,35–44,Len 445@mailxyz.com,Social Media Handle,Eastern Cape
623774,Hugh,Langenfeld,male,black,35,Adult,35–44,Hugh12@gmail.com,Social Media Handle,Eastern Cape
624208,Brendan ,Langenfeld,male,None,26,Young Adult,25–34,Brendan 452@gmail.com,Social Media Handle,Kwazulu Natal
624257,Eli ,Reisinger,male,black,25,Young Adult,25–34,Eli 295@mailxyz.com,Social Media Handle,Gauteng
624424,Irving ,Creager,male,indian_asian,21,Young Adult,18–24,Irving 51@yahoo.com,Social Media Handle,Kwazulu Natal
625936,Raymundo ,Zweifel,male,None,56,Adult,55–64,Raymundo 431@yahoo.com,Social Media Handle,Gauteng
626053,Robby ,Borelli,male,black,47,Adult,45–54,Robby 164@abcmail.com,Social Media Handle,Gauteng
626697,Nakita ,Pool,female,black,31,Young Adult,25–34,Nakita 285@mailxyz.com,Social Media Handle,Gauteng
626745,Romeo ,Mccollum,male,black,30,Young Adult,25–34,Romeo 372@gmail.com,Social Media Handle,Limpopo
626750,Royal ,Mccown,male,coloured,30,Young Adult,25–34,Royal 171@yahoo.com,Social Media Handle,Western Cape
626973,Brendan ,Mina,male,black,26,Young Adult,25–34,Brendan 451@yahoo.com,Social Media Handle,Free State
627027,Kip ,Bilyeu,male,indian_asian,25,Young Adult,25–34,Kip 143@mail.com,Social Media Handle,Kwazulu Natal
627133,Robby ,Tancredi,male,white,23,Young Adult,18–24,Robby 163@mail.com,Social Media Handle,Gauteng
627170,Earl ,Creager,male,black,22,Young Adult,18–24,Earl 425@mailxyz.com,Social Media Handle,Limpopo
629727,Raymundo ,Martello,male,black,42,Adult,35–44,Raymundo 433@mail.com,Social Media Handle,Gauteng
629932,Stefan ,Styer,male,white,39,Adult,35–44,Stefan 464@abcmail.com,Social Media Handle,Eastern Cape
630091,Kyle ,Luthy,male,black,37,Adult,35–44,Kyle 63@mail.com,Social Media Handle,Western Cape
630358,Anette ,Leicht,female,black,34,Young Adult,25–34,Anette 371@yahoo.com,Social Media Handle,Western Cape
630547,Sharri ,Tatham,female,white,32,Young Adult,25–34,Sharri 362@gmail.com,Social Media Handle,Gauteng
630977,Stacy ,Wigfall,male,coloured,28,Young Adult,25–34,Stacy 274@abcmail.com,Social Media Handle,Gauteng
630995,Bernardo ,Styer,male,black,27,Young Adult,25–34,Bernardo 322@gmail.com,Social Media Handle,North West
631533,Haywood ,Tancredi,male,black,21,Young Adult,18–24,Haywood 94@abcmail.com,Social Media Handle,Gauteng
631602,Wilburn ,Creager,male,black,19,Young Adult,18–24,Wilburn 304@abcmail.com,Social Media Handle,Gauteng
635874,Brendan ,Luthy,male,black,42,Adult,35–44,Brendan 452@gmail.com,Social Media Handle,Kwazulu Natal
636140,Raymundo ,Pascarella,male,None,37,Adult,35–44,Raymundo 431@yahoo.com,Social Media Handle,Western Cape
636464,Wilton ,Restivo,male,black,32,Young Adult,25–34,Wilton 411@yahoo.com,Social Media Handle,Gauteng
636845,Trudie ,Restivo,female,black,27,Young Adult,25–34,Trudie 52@gmail.com,Social Media Handle,Gauteng
636896,Brendan ,Deblois,male,indian_asian,26,Young Adult,25–34,Brendan 452@gmail.com,Social Media Handle,Kwazulu Natal
638935,None,None,None,None,0,Child,Under 18,Lesli 225@mailxyz.com,Social Media Handle,None
641005,Hollis ,Singer,male,None,35,Adult,35–44,Hollis 383@mail.com,Social Media Handle,Mpumalanga
641172,Lucas ,Nicholls,male,black,32,Young Adult,25–34,Lucas 232@gmail.com,Social Media Handle,Limpopo
641340,Loris ,Hier,female,black,29,Young Adult,25–34,Loris 423@mail.com,Social Media Handle,Eastern Cape
641456,Lane ,Mcculloch,male,black,27,Young Adult,25–34,Lane 111@yahoo.com,Social Media Handle,Mpumalanga
641522,Carter ,Shkreli,male,indian_asian,26,Young Adult,25–34,Carter 34@abcmail.com,Social Media Handle,Gauteng
641647,Irving ,Pool,male,black,24,Young Adult,18–24,Irving 51@yahoo.com,Social Media Handle,Gauteng
641735,Art ,Sytsma,male,black,22,Young Adult,18–24,Art 403@mail.com,Social Media Handle,Gauteng
641737,Markus ,Arrieta,male,indian_asian,22,Young Adult,18–24,Markus 194@abcmail.com,Social Media Handle,Kwazulu Natal
642504,None,None,None,None,0,Child,Under 18,Sharri 361@yahoo.com,Social Media Handle,None
650987,Emilie ,Deblois,female,black,44,Adult,35–44,Emilie 415@mailxyz.com,Social Media Handle,Free State
652906,Wilton ,Hier,male,coloured,43,Adult,35–44,Wilton 413@mail.com,Social Media Handle,Western Cape
663218,Garry ,Restivo,male,white,36,Adult,35–44,Garry 284@abcmail.com,Social Media Handle,Free State
667632,Dion ,Zweifel,male,None,34,Young Adult,25–34,Dion 331@yahoo.com,Social Media Handle,Western Cape
695996,Zetta ,Gettys,female,black,24,Young Adult,18–24,Zetta 213@mail.com,Social Media Handle,Gauteng
703886,Wilburn ,Pascarella,male,indian_asian,20,Young Adult,18–24,Wilburn 304@abcmail.com,Social Media Handle,Mpumalanga
712592,None,None,None,None,0,Child,Under 18,Anette 442@gmail.com,Social Media Handle,None
719331,Eli ,Mccollum,male,white,42,Adult,35–44,Eli 293@mail.com,Social Media Handle,Gauteng
719575,Jacinto ,Bilyeu,male,coloured,38,Adult,35–44,Jacinto 253@mail.com,Social Media Handle,Western Cape
720294,Robby ,Pilot,male,black,29,Young Adult,25–34,Robby 164@abcmail.com,Social Media Handle,Mpumalanga
720305,Shelley ,Reisinger,female,black,29,Young Adult,25–34,Shelley 221@yahoo.com,Social Media Handle,Gauteng
720398,Emilie ,Deblois,female,coloured,28,Young Adult,25–34,Emilie 504@abcmail.com,Social Media Handle,Gauteng
720646,Carter ,Lavoie,male,white,25,Young Adult,25–34,Carter 32@gmail.com,Social Media Handle,North West
720995,Emilie ,Deblois,female,black,18,Young Adult,18–24,Emilie 234@abcmail.com,Social Media Handle,Gauteng
722869,None,None,None,None,0,Child,Under 18,Luann 184@abcmail.com,Social Media Handle,None
722988,None,None,None,None,0,Child,Under 18,Luann 54@abcmail.com,Social Media Handle,None
723671,Jared ,Mcclaine,male,black,32,Young Adult,25–34,Jared 502@gmail.com,Social Media Handle,Gauteng
724179,Desirae ,Luthy,female,black,21,Young Adult,18–24,Desirae 292@gmail.com,Social Media Handle,Gauteng
727203,Claud ,Singer,male,None,26,Young Adult,25–34,Claud 341@yahoo.com,Social Media Handle,Western Cape
729345,Wilburn ,Mcclaine,male,white,44,Adult,35–44,Wilburn 305@mailxyz.com,Social Media Handle,Gauteng
729427,Alecia ,Roquemore,female,black,42,Adult,35–44,Alecia 403@mail.com,Social Media Handle,Gauteng
729468,Gretta ,Mosser,female,black,41,Adult,35–44,Gretta 492@gmail.com,Social Media Handle,Eastern Cape
729721,Filiberto ,Mosser,male,black,35,Adult,35–44,Filiberto 44@abcmail.com,Social Media Handle,Mpumalanga
730056,Claud ,Woolard,male,None,29,Young Adult,25–34,Claud 344@abcmail.com,Social Media Handle,Gauteng
730254,Stephen ,Paradis,male,black,26,Young Adult,25–34,Stephen 151@yahoo.com,Social Media Handle,Gauteng
730294,Markus ,Hoadley,male,black,25,Young Adult,25–34,Markus 193@mail.com,Social Media Handle,Eastern Cape
730607,Jacinto ,Lavoie,male,black,16,Teen,Under 18,Jacinto 251@yahoo.com,Social Media Handle,Gauteng
732996,Irving ,Vital,male,indian_asian,41,Adult,35–44,Irving 51@yahoo.com,Social Media Handle,Gauteng
733281,Bret ,Mcclaine,male,black,35,Adult,35–44,Bret 313@mail.com,Social Media Handle,Gauteng
733347,Lucas ,Creager,male,None,34,Young Adult,25–34,Lucas 234@abcmail.com,Social Media Handle,North West
733756,Winona ,Wigfall,female,indian_asian,27,Young Adult,25–34,Winona 414@abcmail.com,Social Media Handle,Kwazulu Natal
733939,Cody ,Mastrangelo,male,white,24,Young Adult,18–24,Cody 121@yahoo.com,Social Media Handle,Mpumalanga
736517,Garry ,Reisinger,male,black,39,Adult,35–44,Garry 283@mail.com,Social Media Handle,Mpumalanga
737176,Robby ,Mina,male,black,25,Young Adult,25–34,Robby 164@abcmail.com,Social Media Handle,Limpopo
737179,Earl ,Curran,male,None,25,Young Adult,25–34,Earl 425@mailxyz.com,Social Media Handle,Gauteng
738944,Charlie ,Pascarella,male,white,54,Adult,45–54,Charlie 364@abcmail.com,Social Media Handle,Gauteng
738991,Irving ,Nicholls,male,black,50,Adult,45–54,Irving 53@mail.com,Social Media Handle,Mpumalanga
739194,Shane ,Hier,male,white,41,Adult,35–44,Shane 22@gmail.com,Social Media Handle,Gauteng
739396,Earl ,Mcculloch,male,coloured,36,Adult,35–44,Earl 424@abcmail.com,Social Media Handle,Western Cape
739893,Yong ,Mccollum,male,black,26,Young Adult,25–34,Yong 481@yahoo.com,Social Media Handle,Limpopo
741931,Samuel ,Pool,male,None,45,Adult,45–54,Samuel 262@gmail.com,Social Media Handle,Gauteng
742848,Kip ,Curran,male,black,25,Young Adult,25–34,Kip 144@abcmail.com,Social Media Handle,Eastern Cape
745315,Lloyd ,Condie,male,white,31,Young Adult,25–34,Lloyd 73@mail.com,Social Media Handle,Limpopo
745547,Art ,Gettys,male,white,26,Young Adult,25–34,Art 401@yahoo.com,Social Media Handle,North West
747185,Michel ,Sytsma,male,white,40,Adult,35–44,Michel 204@abcmail.com,Social Media Handle,Gauteng
747259,Shane ,Hier,male,white,38,Adult,35–44,Shane 21@yahoo.com,Social Media Handle,Gauteng
747690,Katharina ,Condie,female,black,29,Young Adult,25–34,Katharina 203@mail.com,Social Media Handle,Gauteng
749945,Stacy ,Restivo,male,coloured,55,Adult,55–64,Stacy 271@yahoo.com,Social Media Handle,Western Cape
750489,Garry ,Roquemore,male,black,36,Adult,35–44,Garry 285@mailxyz.com,Social Media Handle,Mpumalanga
750715,Filiberto ,Beville,male,coloured,32,Young Adult,25–34,Filiberto 42@gmail.com,Social Media Handle,Western Cape
751018,Cody ,Leicht,male,white,27,Young Adult,25–34,Cody 122@gmail.com,Social Media Handle,North West
751072,Garry ,Hier,male,indian_asian,26,Young Adult,25–34,Garry 285@mailxyz.com,Social Media Handle,Free State
754765,Hugh,Pool,male,black,51,Adult,45–54,Hugh14@abcmail.com,Social Media Handle,Eastern Cape
755058,Cory ,Styer,male,white,40,Adult,35–44,Cory 101@yahoo.com,Social Media Handle,Eastern Cape
755814,Haywood ,Pilot,male,black,25,Young Adult,25–34,Haywood 91@yahoo.com,Social Media Handle,Gauteng
758214,Kip ,Reisinger,male,black,113,Senior,65+,Kip 145@mailxyz.com,Social Media Handle,Kwazulu Natal
758272,Michel ,Nicholls,male,black,53,Adult,45–54,Michel 203@mail.com,Social Media Handle,Mpumalanga
758306,Hyman ,Zweifel,male,white,50,Adult,45–54,Hyman 84@abcmail.com,Social Media Handle,Free State
758931,Bernardo ,Biggers,male,black,30,Young Adult,25–34,Bernardo 324@abcmail.com,Social Media Handle,Gauteng
760529,Alecia ,Roquemore,female,indian_asian,48,Adult,45–54,Alecia 21@yahoo.com,Social Media Handle,Mpumalanga
